text,span_text,span_start,span_end,pii_type,span_label
"Greetings,

For onboarding we require drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,38,60,EMAIL,0.55
"Hi team,

Here is the update for this week. Your details are +447912345678.

Regards,
Alice",+447912345678,61,74,PHONE,0.5
"Greetings,

For onboarding we require test@example.com.

Cheers,
Admin",test@example.com,38,54,EMAIL,0.45
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Greetings,

Customer reported the following: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hello,

Just a quick update: Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,73,95,EMAIL,0.55
"Dear Customer,

Customer reported the following: 0207-123-456

Sincerely,
Support",0207-123-456,49,61,PHONE,0.48
"Hello,

Just a quick update: Customer reported the following: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Dear Customer,

+447912345678 was provided earlier as part of verification.

Sincerely,
Support",+447912345678,16,29,PHONE,0.5
"Greetings,

For onboarding we require drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,38,60,EMAIL,0.55
"Dear Customer,

For onboarding we require +447912345678.

Sincerely,
Support",+447912345678,42,55,PHONE,0.5
"Hello,

Just a quick update: Below is the item you requested: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
"Dear Customer,

For onboarding we require +447912345678.

Sincerely,
Support",+447912345678,42,55,PHONE,0.5
"Dear Customer,

We logged the identifier drago.smith@bank.co.uk for account review.

Sincerely,
Support",drago.smith@bank.co.uk,41,63,EMAIL,0.55
"Greetings,

We logged the identifier 0207-123-456 for account review.

Cheers,
Admin",0207-123-456,37,49,PHONE,0.48
"Hi team,

Thank you for reaching out. Your details are 0207-123-456.

Regards,
Alice",0207-123-456,55,67,PHONE,0.48
"Greetings,

Let me know your thoughts. Your details are test@example.com.

Cheers,
Admin",test@example.com,56,72,EMAIL,0.45
"Hello,

Just a quick update: test@example.com was provided earlier as part of verification.

Thanks,
Ben",test@example.com,29,45,EMAIL,0.45
"Dear Customer,

Let me know your thoughts. Your details are +447912345678.

Sincerely,
Support",+447912345678,60,73,PHONE,0.5
"Hello,

Just a quick update: Thank you for reaching out. Your details are +447912345678.

Thanks,
Ben",+447912345678,74,87,PHONE,0.5
"Greetings,

Below is the item you requested: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Hi team,

Customer reported the following: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Dear Customer,

Thank you for reaching out. Your details are 0207-123-456.

Sincerely,
Support",0207-123-456,61,73,PHONE,0.48
"Dear Customer,

Below is the item you requested: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Hello,

Just a quick update: Below is the item you requested: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Hello,

Just a quick update: Customer reported the following: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
"Hi team,

drago.smith@bank.co.uk was provided earlier as part of verification.

Regards,
Alice",drago.smith@bank.co.uk,10,32,EMAIL,0.55
"Greetings,

Customer reported the following: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Dear Customer,

+447912345678 was provided earlier as part of verification.

Sincerely,
Support",+447912345678,16,29,PHONE,0.5
"Hi team,

Customer reported the following: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Hi team,

We logged the identifier drago.smith@bank.co.uk for account review.

Regards,
Alice",drago.smith@bank.co.uk,35,57,EMAIL,0.55
"Dear Customer,

Below is the item you requested: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Hi team,

Below is the item you requested: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Hello,

Just a quick update: Thank you for reaching out. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,74,96,EMAIL,0.55
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Dear Customer,

We logged the identifier drago.smith@bank.co.uk for account review.

Sincerely,
Support",drago.smith@bank.co.uk,41,63,EMAIL,0.55
"Hello,

Just a quick update: Below is the item you requested: +447912345678

Thanks,
Ben",+447912345678,62,75,PHONE,0.5
"Hi team,

For onboarding we require 0207-123-456.

Regards,
Alice",0207-123-456,36,48,PHONE,0.48
"Greetings,

For onboarding we require +447912345678.

Cheers,
Admin",+447912345678,38,51,PHONE,0.5
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Greetings,

Below is the item you requested: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hi team,

We logged the identifier +447912345678 for account review.

Regards,
Alice",+447912345678,35,48,PHONE,0.5
"Greetings,

We logged the identifier 0207-123-456 for account review.

Cheers,
Admin",0207-123-456,37,49,PHONE,0.48
"Dear Customer,

Thank you for reaching out. Your details are drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,61,83,EMAIL,0.55
"Hello,

Just a quick update: Below is the item you requested: test@example.com

Thanks,
Ben",test@example.com,62,78,EMAIL,0.45
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Greetings,

drago.smith@bank.co.uk was provided earlier as part of verification.

Cheers,
Admin",drago.smith@bank.co.uk,12,34,EMAIL,0.55
"Hi team,

Let me know your thoughts. Your details are 0207-123-456.

Regards,
Alice",0207-123-456,54,66,PHONE,0.48
"Dear Customer,

Please review the attached documents. Your details are 0207-123-456.

Sincerely,
Support",0207-123-456,71,83,PHONE,0.48
"Hi team,

We logged the identifier test@example.com for account review.

Regards,
Alice",test@example.com,35,51,EMAIL,0.45
"Hello,

Just a quick update: Customer reported the following: test@example.com

Thanks,
Ben",test@example.com,62,78,EMAIL,0.45
"Greetings,

Customer reported the following: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Hi team,

For onboarding we require +447912345678.

Regards,
Alice",+447912345678,36,49,PHONE,0.5
"Hi team,

Thank you for reaching out. Your details are test@example.com.

Regards,
Alice",test@example.com,55,71,EMAIL,0.45
"Hi team,

Below is the item you requested: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Dear Customer,

Below is the item you requested: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Dear Customer,

Customer reported the following: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Hello,

Just a quick update: Below is the item you requested: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
"Hello,

Just a quick update: For onboarding we require CUST-99881.

Thanks,
Ben",CUST-99881,55,65,CUSTOMER_ID,0.55
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hello,

Just a quick update: Please review the attached documents. Your details are REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,84,97,REFERENCE,0.58
"Greetings,

Below is the item you requested: AB123456C

Cheers,
Admin",AB123456C,45,54,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Dear Customer,

Let me know your thoughts. Your details are AB123456C.

Sincerely,
Support",AB123456C,60,69,NI_NUMBER,0.62
"Hi team,

Customer reported the following: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Hi team,

For onboarding we require REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,36,49,REFERENCE,0.58
"Dear Customer,

AB123456C was provided earlier as part of verification.

Sincerely,
Support",AB123456C,16,25,NI_NUMBER,0.62
"Greetings,

We logged the identifier REF-ACCT-7712 for account review.

Cheers,
Admin",REF-ACCT-7712,37,50,REFERENCE,0.58
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Hi team,

We logged the identifier REF-ACCT-7712 for account review.

Regards,
Alice",REF-ACCT-7712,35,48,REFERENCE,0.58
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Dear Customer,

REF-ACCT-7712 was provided earlier as part of verification.

Sincerely,
Support",REF-ACCT-7712,16,29,REFERENCE,0.58
"Dear Customer,

Customer reported the following: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hi team,

AB123456C was provided earlier as part of verification.

Regards,
Alice",AB123456C,10,19,NI_NUMBER,0.62
"Greetings,

We logged the identifier AB123456C for account review.

Cheers,
Admin",AB123456C,37,46,NI_NUMBER,0.62
"Dear Customer,

Customer reported the following: AB123456C

Sincerely,
Support",AB123456C,49,58,NI_NUMBER,0.62
"Dear Customer,

Customer reported the following: CUST-99881

Sincerely,
Support",CUST-99881,49,59,CUSTOMER_ID,0.55
"Hi team,

For onboarding we require REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,36,49,REFERENCE,0.58
"Hi team,

REF-ACCT-7712 was provided earlier as part of verification.

Regards,
Alice",REF-ACCT-7712,10,23,REFERENCE,0.58
"Hello,

Just a quick update: For onboarding we require REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,55,68,REFERENCE,0.58
"Hi team,

Please review the attached documents. Your details are REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,65,78,REFERENCE,0.58
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Greetings,

We logged the identifier CUST-99881 for account review.

Cheers,
Admin",CUST-99881,37,47,CUSTOMER_ID,0.55
"Hello,

Just a quick update: For onboarding we require CUST-99881.

Thanks,
Ben",CUST-99881,55,65,CUSTOMER_ID,0.55
"Hello,

Just a quick update: Below is the item you requested: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hi team,

We logged the identifier REF-ACCT-7712 for account review.

Regards,
Alice",REF-ACCT-7712,35,48,REFERENCE,0.58
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Hello,

Just a quick update: Below is the item you requested: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hello,

Just a quick update: We logged the identifier REF-ACCT-7712 for account review.

Thanks,
Ben",REF-ACCT-7712,54,67,REFERENCE,0.58
"Hello,

Just a quick update: AB123456C was provided earlier as part of verification.

Thanks,
Ben",AB123456C,29,38,NI_NUMBER,0.62
"Dear Customer,

AB123456C was provided earlier as part of verification.

Sincerely,
Support",AB123456C,16,25,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Greetings,

Here is the update for this week. Your details are CUST-99881.

Cheers,
Admin",CUST-99881,63,73,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hello,

Just a quick update: For onboarding we require REF-ACCT-7712.

Thanks,
Ben",REF-ACCT-7712,55,68,REFERENCE,0.58
"Dear Customer,

For onboarding we require CUST-99881.

Sincerely,
Support",CUST-99881,42,52,CUSTOMER_ID,0.55
"Dear Customer,

AB123456C was provided earlier as part of verification.

Sincerely,
Support",AB123456C,16,25,NI_NUMBER,0.62
"Greetings,

We logged the identifier REF-ACCT-7712 for account review.

Cheers,
Admin",REF-ACCT-7712,37,50,REFERENCE,0.58
"Greetings,

Thank you for reaching out. Your details are CUST-99881.

Cheers,
Admin",CUST-99881,57,67,CUSTOMER_ID,0.55
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Hi team,

For onboarding we require AB123456C.

Regards,
Alice",AB123456C,36,45,NI_NUMBER,0.62
"Hello,

Just a quick update: CUST-99881 was provided earlier as part of verification.

Thanks,
Ben",CUST-99881,29,39,CUSTOMER_ID,0.55
"Dear Customer,

For onboarding we require AB123456C.

Sincerely,
Support",AB123456C,42,51,NI_NUMBER,0.62
"Hello,

Just a quick update: We logged the identifier AB123456C for account review.

Thanks,
Ben",AB123456C,54,63,NI_NUMBER,0.62
"Hi team,

For onboarding we require REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,36,49,REFERENCE,0.58
"Greetings,

Below is the item you requested: CUST-99881

Cheers,
Admin",CUST-99881,45,55,CUSTOMER_ID,0.55
"Greetings,

AB123456C was provided earlier as part of verification.

Cheers,
Admin",AB123456C,12,21,NI_NUMBER,0.62
"Hello,

Just a quick update: Below is the item you requested: AB123456C

Thanks,
Ben",AB123456C,62,71,NI_NUMBER,0.62
"Hello,

Just a quick update: Thank you for reaching out. Your details are AB123456C.

Thanks,
Ben",AB123456C,74,83,NI_NUMBER,0.62
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hi team,

We discussed this in yesterday's meeting. Your details are REF-ACCT-7712.

Regards,
Alice",REF-ACCT-7712,69,82,REFERENCE,0.58
"Greetings,

Customer reported the following: AB123456C

Cheers,
Admin",AB123456C,45,54,NI_NUMBER,0.62
"Hello,

Just a quick update: Customer reported the following: CUST-99881

Thanks,
Ben",CUST-99881,62,72,CUSTOMER_ID,0.55
"Hello,

Just a quick update: REF-ACCT-7712 was provided earlier as part of verification.

Thanks,
Ben",REF-ACCT-7712,29,42,REFERENCE,0.58
"Dear Customer,

For onboarding we require REF-ACCT-7712.

Sincerely,
Support",REF-ACCT-7712,42,55,REFERENCE,0.58
"Dear Customer,

Below is the item you requested: REF-ACCT-7712

Sincerely,
Support",REF-ACCT-7712,49,62,REFERENCE,0.58
"Hi team,

Customer reported the following: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hello,

Just a quick update: Please review the attached documents. Your details are CUST-99881.

Thanks,
Ben",CUST-99881,84,94,CUSTOMER_ID,0.55
"Greetings,

Below is the item you requested: AB123456C

Cheers,
Admin",AB123456C,45,54,NI_NUMBER,0.62
"Hello,

Just a quick update: Below is the item you requested: AB123456C

Thanks,
Ben",AB123456C,62,71,NI_NUMBER,0.62
"Hi team,

Below is the item you requested: REF-ACCT-7712

Regards,
Alice",REF-ACCT-7712,43,56,REFERENCE,0.58
"Hi team,

For onboarding we require AB123456C.

Regards,
Alice",AB123456C,36,45,NI_NUMBER,0.62
"Hi team,

Below is the item you requested: AB123456C

Regards,
Alice",AB123456C,43,52,NI_NUMBER,0.62
"Dear Customer,

For onboarding we require CUST-99881.

Sincerely,
Support",CUST-99881,42,52,CUSTOMER_ID,0.55
"Greetings,

Customer reported the following: REF-ACCT-7712

Cheers,
Admin",REF-ACCT-7712,45,58,REFERENCE,0.58
